"lemma","prior_polarity_score"
"lust",0.31
"luster",0.15
"lusterless",-0.09
"lusterlessness",-0.19
"lustful",0.13
"lustfully",0.17
"lustfulness",0.28
"lustily",0.17
"lustre",0.11
"lustreless",-0.09
"lustrelessness",-0.19
"lustrous",0.33
"lusty",0.20
"lutrinae",-0.34
"lutzen",-0.07
"luvarus",-0.07
"luxe",0.28
"luxuria",0.21
"luxuriance",-0.19
"luxuriant",0.47
"luxuriate",0.09
"luxuriation",0.12
"luxurious",0.64
"luxuriously",0.16
"luxuriousness",0.12
"luxury",0.56
"lycosa",-0.07
"lye",-0.18
"lygaeidae",-0.28
"lymphadenitis",-0.38
"lymphadenoma",-0.38
"lymphadenopathy",-0.08
"lymphangiogram",-0.07
"lymphangioma",0.12
"lymphangitis",-0.34
"lymphedema",-0.34
"lymphoblast",-0.07
"lymphoblast-like",-0.08
"lymphocytosis",-0.07
"lymphogranuloma",-0.34
"lymphoid",-0.19
"lymphoma",-0.60
"lymphuria",-0.19
"lynch",-0.07
"lynching",-0.83
"lynx-eyed",0.12
"lyophilised",0.15
"lyophilized",0.15
"lypressin",-0.28
"lyrate",0.15
"lyric",0.38
"lyric",0.38
"lyric",0.38
"lyrical",0.46
"lyricality",0.15
"lyrically",0.15
"lyricism",0.09
"lysenko",0.15
"lysimachus",0.17
"lysinemia",-0.42
"lysis",0.24
"lysogenic",0.16
"ma",0.38
"ma'am",0.12
"macabre",-0.26
"macadam",-0.18
"macadamia",0.33
"macaroni",0.68
"mace",-0.21
"macedoine",-0.07
"macerate",0.01
"maceration",-0.10
"macerative",-0.34
"mach",0.08
"machete",-0.21
"machine",5.0e-05
"machine",9.0e-05
"machinelike",-0.07
"machinery",-0.08
"macho",-0.04
"macho",-0.04
"mackerel",-0.05
"macleish",0.17
"macon",-0.02
"maconnais",-0.07
"macrame",-0.07
"macro",0.05
"macro",0.05
"macrobiotics",0.21
"macroglossia",-0.28
"macromolecular",0.12
"macroscopically",-0.28
"macula",-0.04
"maculate",-1.62e-03
"macule",-0.34
"macushla",0.12
"mad",-0.63
"madam",0.04
"madcap",-0.38
"madcap",-0.34
"madden",-0.06
"maddened",-0.08
"maddening",-0.40
"madder",-0.07
"made",0.12
"mademoiselle",0.33
"made-up",0.12
"madhouse",-0.47
"madly",-0.09
"madman",-0.38
"madness",-0.53
"madwoman",-0.07
"maestro",0.28
"mafia",-0.47
"magazine",0.31
"magenta",0.23
"magenta",0.23
"maggot",-0.75
"maggoty",-0.38
"magic",0.54
"magic",0.54
"magical",0.80
"magically",0.12
"magician",0.17
"magicicada",-0.19
"magisterial",0.02
"magisterially",0.12
"magistrate",-0.07
"maglev",0.12
"magnanimity",0.06
"magnanimous",0.28
"magnanimously",0.15
"magnanimousness",-0.03
"magnesium",-0.01
"magnet",0.16
"magnetic",0.29
"magnetically",-0.02
"magnetise",0.10
"magnetism",0.25
"magnetite",0.12
"magnetize",0.10
"magnification",0.41
"magnificence",0.61
"magnificent",0.48
"magnificently",0.23
"magnifico",0.12
"magnified",-0.34
"magnify",-0.03
"magniloquence",-0.01
"magniloquent",-0.02
"magniloquently",0.15
"magnitude",0.02
"magnolia",0.45
"magpie",0.12
"maguey",-0.02
"maharaja",0.17
"maharajah",0.17
"maharanee",0.12
"maharani",0.12
"mahatma",-0.19
"mahjong",0.13
"mahogany",0.37
"mahuang",0.08
"maianthemum",-0.07
"maid",0.09
"maiden",0.16
"maiden",0.16
"maidenhair",0.12
"maidenlike",0.12
"maidenliness",0.17
"maidenly",0.12
"maidism",-0.42
"mail",0.32
"mail",0.32
"mailbox",0.26
"mail-clad",-0.07
"mailed",-0.07
"mailing",0.08
"mailman",0.08
"maim",-0.46
"maimer",-0.19
"main",0.06
"main",0.06
"mainframe",3.0e-05
"mainland",0.07
"mainstay",-6.0e-05
"mainstream",-0.11
"maintain",0.32
"maintainable",0.28
"maintained",0.34
"maintenance",0.23
"maiolica",0.15
"maitreya",0.12
"majestic",0.53
"majestically",0.17
"majesty",0.46
"majolica",0.15
"major",0.13
"major",0.13
"major-domo",0.21
"majorette",0.10
"majority",-0.01
"majors",0.12
"majuscular",0.15
"makalu",0.15
"make",0.27
"make",0.27
"make-believe",-0.07
"make-believe",-0.06
"makeover",0.19
"maker",0.18
"makeshift",0.08
"makeshift",0.08
"makeup",0.05
"make-work",-0.01
"malacia",-0.07
"maladaptive",-0.03
"maladjusted",-0.31
"maladjustive",-0.02
"maladjustment",-0.38
"maladroit",-0.05
"maladroitly",0.21
"maladroitness",-0.28
"malady",-0.28
"malaise",-0.42
"malaprop",-0.19
"malapropism",-0.19
"malapropos",-0.35
"malaria",-0.66
"malarial",-0.25
"malarkey",-0.13
"malarky",0.12
"malcontent",-0.38
"malcontent",-0.01
"male",0.47
"male",0.47
"maledict",-0.25
"maledict",-0.19
"malediction",-0.07
"malefactor",-0.19
"malefic",-0.02
"maleficence",-0.36
"maleficent",-0.42
"maleo",-0.19
"malevolence",-0.39
"malevolency",-0.39
"malevolent",-0.40
"malevolently",0.15
"malfeasant",-0.19
"malformation",-0.09
"malformed",-0.05
"malfunction",-0.58
"malfunction",-0.58
"malfunctioning",-0.42
"malice",-0.54
"malicious",-0.67
"maliciously",-0.38
"maliciousness",-0.39
"malign",-0.14
"malignance",-0.37
"malignancy",-0.37
"malignant",-0.47
"malignantly",-0.06
"maligner",0.21
"malignity",-0.42
"malignly",-0.06
"malignment",-0.38
"malinger",-0.38
"malingerer",-0.19
"mall",-0.13
"mallarme",0.17
"malleable",0.21
"mallee",-0.28
"mallet",-0.07
"mallophaga",-0.38
"mallow",-0.07
"malnourish",-0.38
"malnourished",-0.38
"malnourishment",-0.42
"malnutrition",-0.63
"malodor",-0.42
"malodorous",-0.39
"malodorousness",-0.28
"malodour",-0.42
"malodourous",-0.39
"malposed",0.06
"malposition",-0.34
"malpractice",-0.56
"malt",0.28
"malt",0.28
"malted",0.21
"maltreat",-0.42
"maltreated",-0.38
"maltreater",-0.19
"maltreatment",-0.39
"malvastrum",-0.08
"mama",0.66
"mambo",0.13
"mambo",0.13
"mamma",0.39
"mammal",0.23
"mammalia",-0.19
"mammee",0.13
"mammon",-0.27
"mammoth",0.21
"mammoth",0.21
"mammut",-0.07
"mammy",0.02
"man",0.10
"man",0.10
"man-about-town",0.12
"manage",-0.07
"manageability",0.28
"manageable",0.08
"manageableness",0.28
"manageably",0.12
"management",-0.01
"manager",-0.04
"managerial",-0.12
"managerially",0.15
"mandarin",0.28
"mandate",-0.31
"mandate",-0.31
"mandator",-0.07
"mandatorily",0.15
"mandatory",-0.27
"mandatory",-0.27
"mandible",-0.17
"mandolin",0.17
"mane",0.08
"maneuver",-0.09
"maneuver",-0.09
"maneuverability",0.15
"maneuverable",0.15
"manful",0.17
"mange",-0.19
"manger",0.12
"mangey",-0.19
"mangily",0.15
"manginess",-0.38
"mangle",-0.52
"mangle",-0.52
"mangled",-0.42
"mangler",-0.19
"mango",0.39
"mangy",-0.17
"manhandle",-0.17
"manhattan",0.10
"manhole",-0.05
"manhood",0.37
"manhunt",-0.34
"mania",-0.34
"maniac",-0.37
"maniac",-0.37
"maniacal",-0.42
"manic",-0.20
"manic-depressive",-0.42
"manic-depressive",-0.19
"maniclike",-0.34
"manicure",0.28
"manicure",0.28
"manicurist",0.14
"manifest",-0.04
"manifest",-0.04
"manifest",-0.04
"manifestation",-0.15
"manifestly",0.21
"manifesto",-0.23
"manifold",-0.05
"manifold",-0.05
"manifold",-0.05
"manikin",-0.02
"manipulability",0.21
"manipulable",0.21
"manipulate",-0.44
"manipulation",-0.54
"manipulative",-0.52
"manipulatively",0.15
"manis",-0.07
"mankind",0.39
"manky",-0.29
"manlike",0.15
"manly",0.27
"manly",0.27
"man-made",-0.34
"manned",0.03
"mannequin",0.08
"manner",0.21
"mannered",-0.28
"mannerly",0.36
"mannikin",-0.02
"mannish",-0.01
"manoeuvrability",0.15
"manoeuvrable",0.15
"manoeuvre",0.01
"manometer",-0.07
"manor",0.22
"man-portable",0.12
"manpower",0.25
"manque",0.15
"mansion",0.40
"man-sized",0.19
"manslaughter",-0.73
"mantel",-0.06
"mantelet",-0.02
"mantis",-0.01
"mantle",0.08
"mantle",0.08
"mantled",-0.07
"mantlet",-0.07
"man-to-man",0.01
"man-to-man",0.15
"mantra",0.11
"mantrap",0.15
"manual",-0.01
"manual",-0.01
"manufacture",2.0e-05
"manufacturer",-0.25
"manufacturing",4.0e-05
"manumit",0.21
"manure",-0.45
"manure",-0.45
"manus",0.21
"manuscript",0.26
"many-sided",0.16
"map",0.20
"map",0.20
"maple",0.27
"maplelike",-0.19
"maple-like",-0.19
"mapquest",-0.07
"mar",-0.38
"mar",-0.38
"maraschino",0.07
"marasmus",-0.38
"marathon",0.12
"marattiales",-0.07
"maraud",-0.07
"marauding",0.04
"marble",0.20
"marble",0.20
"marbled",0.12
"marbleisation",-0.07
"marbleised",0.12
"marbleising",-0.07
"marbleization",-0.07
"marbleized",0.12
"marbleizing",-0.07
"marbles",0.10
"marblewood",-0.02
"marble-wood",-0.02
"marceau",-0.07
"marcel",-0.07
"march",0.01
"marchioness",0.10
"marchpane",0.12
"mare",0.15
"marengo",0.15
"margarin",-0.12
"margarine",-0.03
"margarita",0.33
"margin",-0.06
"marginal",-0.10
"marginally",0.04
"margrave",0.15
"mariachi",0.23
"marijuana",-0.34
"marina",-0.07
"marinara",0.23
"marine",0.23
"marine",0.23
"mariner",0.14
"marini",0.12
"marino",0.12
"marital",0.06
"maritime",-0.02
"mark",0.01
"mark",0.21
"marked",0.24
"markedly",0.12
"marker",0.20
"market",0.30
"market",0.30
"marketable",0.26
"marketing",-0.04
"marketplace",0.31
"marking",0.08
"marksman",0.01
"marksmanship",0.04
"marly",-0.07
"marmalade",0.23
"maroon",0.10
"maroon",0.10
"maroon",0.10
"marooned",-0.18
"maroon-spotted",0.12
"marquee",0.25
"marquess",0.12
"marquis",-0.05
"marquise",0.10
"marred",-0.38
"marriage",0.64
"marrow",-0.17
"marrubium",0.12
"marry",0.52
"marshal",-0.09
"marshal",-0.09
"marshall",0.16
"marshalship",0.12
"marshmallow",0.46
"mart",0.08
"martial",0.10
"martial",0.10
"martially",0.15
"martinet",-0.13
"martini",0.28
"martyniaceae",-0.42
"martyr",-0.19
"martyr",-0.19
"martyrdom",-0.12
"marvel",0.21
"marvel",0.21
"marvell",0.12
"marveller",-0.05
"marvellous",0.27
"marvellously",0.15
"marvelous",0.55
"marvelously",0.15
"marxist",0.01
"marzipan",0.10
"mascara",-0.05
"mascarpone",-0.07
"mascot",0.12
"masculine",0.19
"masculine",0.19
"masculinity",0.18
"masefield",0.12
"mash",-0.04
"mash",-0.04
"mask",-0.04
"mask",-0.04
"masked",0.03
"masking",-0.01
"masochism",-0.19
"masochist",-0.40
"masochistic",0.15
"masochistically",0.15
"masonry",0.12
"masquerade",0.13
"mass",0.03
"mass",0.03
"mass",0.03
"massacre",-0.80
"massacre",-0.80
"massage",0.54
"massage",0.54
"masses",-0.14
"masseur",0.18
"masseuse",0.40
"massive",0.04
"massiveness",0.15
"mast",-0.03
"mastalgia",-0.34
"masted",-0.19
"master",0.18
"master",0.18
"master",0.18
"master-at-arms",0.12
"mastered",0.21
"masterful",0.43
"masterfully",0.15
"mastering",0.33
"masterless",-0.25
"masterly",0.36
"mastermind",0.03
"mastermind",0.03
"masterpiece",0.53
"masters",0.17
"masterstroke",0.36
"mastery",0.38
"mastigophoran",0.12
"mastigophore",0.12
"mastitis",-0.28
"mastocyte",-0.07
"mastoiditis",-0.38
"mastopathy",0.15
"masturbate",0.16
"masturbation",0.22
"mat",4.0e-05
"mat",6.0e-05
"mat",7.0e-05
"matador",6.0e-05
"match",0.15
"match",0.15
"matchbook",0.01
"matched",0.19
"matching",0.32
"matchless",0.21
"matchmaker",0.15
"matchwood",0.15
"mate",0.54
"mate",0.54
"mated",0.15
"material",0.17
"material",0.17
"materialisation",0.08
"materialise",-0.07
"materialism",-0.37
"materialist",-0.03
"materialistic",-0.30
"materialistically",0.15
"materiality",0.17
"materialization",0.08
"materialize",0.18
"maternal",0.42
"maternalism",0.33
"maternalistic",0.28
"maternity",0.19
"matey",0.17
"math",-0.13
"mathematical",0.07
"mathematically",0.17
"mathematician",0.06
"mathematics",-0.02
"matinee",0.25
"mating",0.19
"matriarch",0.10
"matrimony",0.50
"matrix",0.22
"matron",-0.05
"matt",-0.19
"matte",-0.19
"matte",-0.06
"matted",-0.06
"matter",0.20
"matter-of-course",0.15
"matter-of-fact",0.02
"mattress",0.18
"maturate",0.08
"mature",0.23
"matured",0.15
"maturely",0.12
"maturity",0.38
"maudlin",-0.06
"maul",-0.16
"maulers",0.12
"maunder",0.02
"mausoleum",-0.12
"mauve",0.02
"mauve",0.02
"maven",0.12
"maverick",0.40
"mavin",0.12
"maw",-0.07
"mawkish",0.12
"mawkishly",0.12
"mawkishness",-0.26
"maxim",0.18
"maximal",0.06
"maximise",0.15
"maximising",0.15
"maximize",0.30
"maximizing",0.15
"maximum",-0.07
"maximum",-0.07
"may",0.13
"mayday",-0.14
"mayflower",0.07
"mayhem",-0.35
"mayidism",-0.42
"mayo",-0.07
"mayonnaise",0.16
"mayor",-0.10
"mayweed",0.21
"mazdaism",0.15
"maze",0.21
"mazed",-0.34
"mazopathy",0.15
"mazy",0.17
"mbd",0.25
"meadow",0.57
"meadowgrass",-0.07
"meager",-0.41
"meagerly",-0.38
"meagerness",-0.26
"meagre",-0.38
"meagreness",-0.26
"meal",0.51
"mealymouthed",-0.07
"mealy-mouthed",-0.07
"mean",-0.64
"mean",-0.64
"mean",-0.64
"meanderingly",0.15
"meanie",-0.45
"meaning",0.36
"meaningful",0.44
"meaningfully",0.15
"meaningfulness",0.37
"meaningless",-0.51
"meaninglessness",0.16
"meanly",-0.17
"meanness",-0.47
"meanspirited",0.08
"meanspiritedly",0.15
"meantime",-0.14
"meantime",-0.14
"measles",-0.60
"measurability",-0.02
"measurable",0.16
"measure",0.03
"measure",0.03
"measured",0.06
"measuredly",0.17
"measureless",-0.34
"measurement",0.02
"meat",0.40
"meatball",0.42
"meat-eating",-0.07
"meatless",-0.28
"meatloaf",0.04
"mebendazole",-0.19
"mechanic",0.11
"mechanic",0.11
"mechanical",0.16
"mechanics",0.25
"mechanisation",0.15
"mechanism",-0.02
"mechanistic",-0.12
"mechanistically",0.15
"mechanization",0.15
"meclofenamate",-0.28
"meclomen",-0.28
"med",1.0e-05
"medal",0.05
"medallion",0.21
"meddle",-0.28
"meddler",-0.19
"meddlesome",-0.42
"meddlesomeness",-0.07
"meddling",-0.42
"medfly",-0.07
"mediacy",-0.02
"mediaeval",-0.02
"medial",-0.08
"median",-0.12
"median",-0.12
"mediateness",-0.02
"mediation",0.12
"medic",0.05
"medicaid",-0.07
"medical",0.05
"medical",0.05
"medicament",0.15
"medicate",-0.21
"medication",-0.33
"medicinal",0.11
"medicinally",0.12
"medicine",0.22
"medicine",0.22
"medieval",0.15
"mediocre",-0.14
"mediocrity",-0.32
"meditate",0.36
"meditation",0.55
"meditative",0.15
"meditatively",0.15
"meditativeness",0.12
"medium",-0.03
"medium",-0.03
"medium-size",0.04
"medium-sized",0.04
"medley",0.40
"medullated",-0.19
"meed",0.15
"meek",-0.02
"meekly",0.17
"meekness",-0.21
"meet",0.27
"meet",0.27
"meeting",-0.11
"mefloquine",-0.34
"megacardia",-0.19
"megachile",0.12
"megachilidae",0.15
"megacolon",-0.08
"megahit",0.12
"megalocardia",-0.19
"megalohepatia",-0.38
"megalomania",-0.34
"megalomaniac",-0.06
"megalomaniacal",-0.38
"megalomanic",-0.38
"megatherian",-0.07
"megatheriid",-0.07
"megatheriidae",-0.07
"megatherium",-0.07
"megaton",-0.02
"megestrol",-0.19
"megohm",-0.07
"megrims",-0.07
"meiosis",-0.09
"melaena",-0.28
"melagra",0.21
"melampsoraceae",-0.28
"melancholia",-0.39
"melancholiac",-0.07
"melancholic",-0.42
"melancholic",-0.07
"melancholy",-0.31
"melancholy",-0.31
"melanism",-0.34
"melanoderma",-0.19
"melanosis",-0.34
"melanthiaceae",-0.34
"meld",0.08
"meleagris",-0.07
"melee",-0.28
"melena",-0.28
"meles",-0.07
"melinae",-0.34
"meliorate",0.17
"melioration",0.19
"meliorative",-0.06
"meliorism",0.12
"meliorist",-0.17
"meliphagidae",-0.07
"mellaril",-0.28
"mellifluous",0.28
"mellisonant",0.28
"mellow",0.42
"mellow",0.42
"mellow",0.42
"mellowed",0.25
"mellowly",0.15
"mellowness",0.03
"melodic",0.27
"melodically",0.15
"melodious",0.29
"melodiously",0.12
"melodrama",-0.18
"melodramatic",-0.19
"melodramatically",0.10
"melody",0.41
"meloid",-0.07
"melon",0.33
"melt",0.23
"melt",0.23
"meltable",0.21
"meltdown",-0.48
"melting",-0.07
"melursus",-0.38
"member",0.23
"membership",0.15
"membrane",-0.01
"membrane-forming",-0.28
"membranous",-0.09
"memento",0.45
"memo",-0.07
"memorabilia",0.38
"memorable",0.38
"memorably",0.12
"memorandum",-0.12
"memorial",0.18
"memorialisation",0.15
"memorialization",0.15
"memorize",0.17
"memory",0.39
"menace",-0.46
"menacing",-0.46
"menacingly",0.15
"mend",0.38
"mend",0.38
"mendacious",-0.16
"mendaciously",0.15
"mendacity",-0.25
"mendelianism",0.12
"mendelism",0.12
"menial",-0.30
"menial",-0.30
"menially",0.15
"meningism",-0.38
"meningitis",-0.61
"meningoencephalitis",-0.19
"menopause",-0.77
"menopon",0.06
"mensch",0.21
"mensh",0.21
"menstrual",-0.55
"menstruum",-0.01
"mental",-0.10
"mentalism",0.12
"mentality",-0.06
"mentally",0.12
"mentation",0.12
"menthol",-0.02
"mentholated",-0.07
"mention",0.09
"mention",0.09
"mentor",0.51
"mentor",0.51
"mentzelia",-0.19
"menu",0.32
"meow",0.28
"meow",0.28
"mepacrine",-0.07
"meperidine",-0.06
"mephaquine",-0.34
"mephenytoin",-0.07
"mephistophelean",-0.39
"mephistopheles",-0.17
"mephistophelian",-0.39
"mephitic",-0.28
"mephitinae",-0.34
"mephitis",-0.37
"meprin",-0.07
"meprobamate",-0.07
"meralgia",-0.38
"mercantile",0.15
"mercedario",0.12
"mercenary",-0.27
"mercenary",-0.27
"mercerise",-0.07
"mercerize",-0.07
"merchandise",0.05
"merchandise",0.05
"merchant",0.05
"merchantable",0.15
"merciful",0.50
"mercifully",0.15
"mercifulness",-0.07
"merciless",-0.48
"mercilessly",0.15
"mercilessness",6.7e-04
"mercurial",0.02
"mercury",0.16
"mercury-contaminated",0.15
"mercy",0.35
"mere",-0.08
"mere",-0.08
"meretricious",-0.19
"meretriciously",0.15
"meretriciousness",5.88e-03
"merge",-0.01
"merger",-0.22
"meridian",0.17
"meringue",0.39
"merino",0.17
"merit",0.48
"merit",0.48
"meritable",0.06
"merited",0.21
"meritless",0.21
"meritocracy",-0.05
"meritorious",0.06
"meritoriously",0.15
"meritoriousness",-0.03
"mermaid",0.51
"meromelia",-0.34
"merrily",0.06
"merriment",0.28
"merriness",0.21
"merry",0.55
"merrymaking",-0.19
"mesantoin",-0.07
"mescaline",3.0e-05
"mesh",0.06
"mesh",0.06
"meshed",-0.02
"meshuga",-0.34
"meshugaas",0.12
"meshugga",-0.34
"meshugge",-0.34
"meshuggeneh",-0.34
"meshuggeneh",-0.01
"meshuggener",-0.34
"meshuggener",-0.01
"mesic",-0.04
"mesmeric",0.17
"mesmerise",0.10
"mesmerised",0.12
"mesmerize",0.10
"mesmerized",0.12
"mesmerizing",0.17
"mesohippus",-0.19
"mesomorphic",0.15
"mesomorphy",0.12
"mesophytic",-0.06
"mess",-0.37
"mess",-0.37
"message",0.29
"message",0.29
"messenger",0.16
"messiah",0.41
"messiahship",-0.07
"messianic",0.12
"messily",0.12
"messiness",-0.25
"mess-up",-0.34
"messy",-0.50
"metabola",0.12
"metabolic",0.02
"metabolism",0.10
"metabolous",-0.08
"metacyesis",-0.07
"metagenesis",0.15
"metagrabolised",-0.08
"metagrabolized",-0.08
"metagrobolised",-0.08
"metagrobolized",-0.08
"metaknowledge",0.17
"metal",0.01
"metal",0.01
"metal",0.01
"metal-cutting",0.36
"metallic",0.06
"metallic",0.06
"metallurgist",-0.07
"metamathematics",0.12
"metamorphic",0.15
"metamorphose",-0.01
"metamorphosis",0.06
"metaphor",0.27
"metaphorically",0.12
"metaphysical",0.12
"metaphysically",0.15
"metastability",-0.06
"metatheria",-0.07
"meteor",0.02
"meteoric",-6.0e-05
"meteorite",0.56
"meteorologic",-0.07
"meteorological",-0.07
"meteorologically",0.12
"meteorology",-0.02
"meteortropism",0.15
"meter",0.13
"meter",0.13
"meterstick",0.12
"metformin",-0.19
"meth",-0.61
"methadone",-0.48
"methane",-0.38
"methanogen",0.17
"methapyrilene",-0.28
"metheglin",-0.19
"methocarbamol",-0.07
"method",0.05
"methodical",0.02
"methodically",0.15
"methodicalness",0.08
"methodism",0.28
"methodists",0.12
"methodologically",0.15
"methodology",-0.04
"methotrexate",-0.38
"methuselah",0.15
"methyl",-0.07
"meticulosity",0.04
"meticulous",0.03
"meticulously",0.17
"meticulousness",0.04
"metier",0.15
"metonymically",0.15
"metoprolol",-0.07
"metralgia",-0.38
"metrestick",0.12
"metric",-0.01
"metric",-0.01
"metrical",-0.16
"metritis",-0.28
"metronidazole",-0.19
"metropolis",-0.01
"metropolitan",0.21
"metropolitan",0.21
"metrorrhagia",-0.38
"mettle",-0.08
"mettlesome",0.09
"mettlesomeness",0.36
"mew",0.26
"mew",0.26
"mewl",-0.19
"meyerbeer",0.12
"mezzanine",0.08
"mezzo-relievo",-0.34
"mezzo-rilievo",-0.34
"miasm",-0.18
"miasma",-0.18
"miasmal",-0.28
"miasmic",-0.28
"micawber",-0.07
"michaelmastide",0.12
"michelangelesque",0.21
"micro",0.12
"microbe",-0.17
"microbial",-0.06
"microbic",-0.06
"microchip",0.15
"micrococcus",-0.07
"microcytosis",-0.34
"microdipodops",0.15
"microfilm",0.13
"microfilm",0.13
"microglia",0.12
"micrometeor",-0.19
"micrometeorite",-0.19
"micrometeoroid",-0.19
"microphone",0.02
"microscope",0.33
"microscopic",0.06
"microscopically",0.17
"microwave",0.06
"microwave",0.06
"mid",0.05
"midair",1.0e-05
"midazolam",-0.07
"midday",0.09
"midden",-0.06
"middle",0.05
"middle",0.05
"middle",0.05
"middle-aged",0.15
"middlebrow",0.12
"middle-level",-0.06
"middleman",-0.19
"middlemost",0.17
"middle-of-the-road",-0.03
"middleweight",-0.22
"middling",-0.34
"middling",-0.26
"middling",-0.06
"midget",-0.10
"midget",-0.10
"midline",-0.05
"midmost",0.17
"midnight",0.29
"midrib",0.12
"midshipman",-0.06
"midst",0.06
"midsummer",0.31
"midterm",-0.21
"midvein",0.12
"midwife",0.16
"mien",0.21
"miff",-0.34
"miffed",-0.38
"might",-0.06
"mightily",0.19
"mightiness",-0.06
"mighty",0.36
"migraine",-0.58
"migrate",-0.10
"migration",-0.12
"mikvah",-0.19
"mil",-0.03
"milch",0.15
"mild",0.22
"mildew",-0.59
"mildew",-0.59
"mildly",-0.03
"mild-mannered",0.20
"mildness",0.47
"mile",-0.05
"mileage",0.22
"milestone",0.46
"miliaria",0.12
"milieu",0.12
"militance",-0.19
"militancy",-0.19
"militant",-0.26
"military",-0.02
"military",-0.02
"militia",-0.19
"militiaman",-0.07
"milk",0.43
"milk",0.43
"milklike",0.15
"milkman",0.18
"milkshake",0.56
"milk-vetch",-0.07
"milkwort",-0.07
"mill",0.09
"mill",0.09
"millay",0.17
"millenarian",-0.19
"millenary",0.12
"millennium",-0.03
"milliammeter",-0.07
"milligram",0.07
"millimeter",-0.03
"million",0.63
"million",0.63
"millionaire",0.58
"millionth",0.10
"millionth",0.10
"millstone",-0.03
"milo",-0.07
"milontin",-0.19
"miltown",-0.07
"mime",-0.10
"mime",-0.10
"mimesis",0.18
"mimetic",0.28
"mimic",-0.08
"mimic",-0.08
"mimic",-0.08
"minacious",-0.42
"minaret",0.12
"minatory",-0.42
"mince",0.05
"mincemeat",-0.23
"mincing",0.36
"mincingly",0.15
"mind",0.42
"mind",0.42
"mind-altering",-0.28
"mind-bending",0.21
"mind-blowing",0.21
"mind-boggling",0.21
"minded",0.11
"mind-expanding",0.17
"mindful",0.42
"mindfully",0.17
"mindfulness",0.17
"mindless",-0.50
"mindlessly",0.09
"mindlessness",0.12
"mine",-0.02
"minefield",-0.33
"miner",-0.04
"mineral",0.26
"mineral",0.26
"mineralocorticoid",0.17
"minginess",-0.01
"mingle",0.05
"mingy",0.06
"mini",0.21
"mini",0.21
"miniature",0.27
"miniature",0.27
"miniaturist",0.21
"minibus",-0.02
"minimal",-0.09
"minimisation",-0.28
"minimise",0.16
"minimization",-0.28
"minimize",0.04
"minimized",-0.07
"minimum",-0.05
"minimum",-0.05
"mining",-0.12
"minion",0.08
"minister",5.0e-05
"minister",8.0e-05
"ministerially",0.12
"ministration",0.12
"ministry",0.02
"minivan",-0.15
"mink",0.21
"minoan",0.12
"minor",-0.04
"minor",-0.04
"minority",-0.06
"minors",-0.28
"minstrelsy",0.08
"mint",0.38
"mint",0.38
"mint-scented",-0.19
"minty",0.50
"minus",-0.41
"minute",0.12
"minutely",0.15
"minx",0.40
"minyan",0.12
"miocene",0.12
"miosis",-0.06
"miotic",-0.28
"miracle",0.57
"miraculous",0.34
"miraculously",0.15
"mirage",-0.13
"mire",-0.20
"mire",-0.20
"mirid",0.12
"miridae",-0.01
"mirror",0.22
"mirror",0.22
"mirrorlike",0.28
"mirth",0.06
"mirthful",0.37
"mirthfully",0.06
"mirthfulness",0.06
"mirthless",-0.06
"misaddress",-0.19
"misadventure",-0.34
"misadvise",-0.28
"misalign",-0.38
"misalignment",-0.07
"misalliance",-0.06
"misally",-0.19
"misanthropic",-0.39
"misanthropical",-0.39
"misanthropy",-0.35
"misapplication",-0.35
